    21.58474     3.94928   -52.28195     0.00255   (sampled)
    21.70974     3.69942   -50.98418     0.00546 (mid-point)
    21.83474     3.75824   -49.68641     0.00828   (sampled)
    21.95974     3.70976   -49.53556     0.01117 (mid-point)
    22.08474     3.66513   -49.38472     0.01413   (sampled)
    22.20974     3.61946   -49.23971     0.01717 (mid-point)
    22.33474     3.57742   -49.09471     0.02027   (sampled)
    22.45974     3.54393   -48.94761     0.02344 (mid-point)
    22.58474     3.51438   -48.80052     0.02666   (sampled)
    22.70974     3.45869   -48.65766     0.02999 (mid-point)
    22.83474     3.40451   -48.51480     0.03342   (sampled)
    22.95974     3.28940   -48.21374     0.03710 (mid-point)
    23.08474     3.18590   -47.91268     0.04102   (sampled)
    23.20974     3.08912   -47.72863     0.04519 (mid-point)
    23.33474     2.99680   -47.54459     0.04962   (sampled)
    23.45974     2.74678   -46.73838     0.05489 (mid-point)
    23.58474     2.63521   -45.93217     0.06062   (sampled)
    23.70974     2.47398   -45.21019     0.06712 (mid-point)
    23.83474     2.43154   -44.48821     0.07385   (sampled)
    23.95974     2.35983   -44.27287     0.08100 (mid-point)
    24.08474     2.29817   -44.05753     0.08853   (sampled)
    24.20974     2.24699   -43.84357     0.09641 (mid-point)
    24.33474     2.20553   -43.62961     0.10459   (sampled)
    24.45974     2.17736   -43.41301     0.11299 (mid-point)
    24.58474     2.16071   -43.19641     0.12151   (sampled)
    24.70974     2.12935   -43.00734     0.13028 (mid-point)
    24.83474     2.10603   -42.81828     0.13925   (sampled)
    24.95974     2.01380   -42.67304     0.14907 (mid-point)
    25.08474     1.92471   -42.52780     0.15981   (sampled)
    25.20974     1.65324   -41.74817     0.17436 (mid-point)
    25.33474     1.55269   -40.96855     0.19087   (sampled)
    25.45974     1.42866   -40.26811     0.21036 (mid-point)
    25.58474     1.45975   -39.56766     0.22903   (sampled)
    25.70974     1.41153   -39.39677     0.24900 (mid-point)
    25.83474     1.37059   -39.22588     0.27019   (sampled)
    25.95974     1.33955   -39.05429     0.29236 (mid-point)
    26.08474     1.31811   -38.88270     0.31526   (sampled)
    26.20974     1.30517   -38.71115     0.33862 (mid-point)
    26.33474     1.30205   -38.53961     0.36209   (sampled)
    26.45974     1.30458   -38.37250     0.38547 (mid-point)
    26.58474     1.31615   -38.20538     0.40844   (sampled)
    26.70974     1.31565   -38.04287     0.43142 (mid-point)
    26.83474     1.32231   -37.88037     0.45418   (sampled)
    26.95974     1.32369   -37.70899     0.47689 (mid-point)
    27.08474     1.33370   -37.53762     0.49926   (sampled)
    27.20974     1.35197   -37.36513     0.52102 (mid-point)
    27.33474     1.37997   -37.19265     0.54192   (sampled)
    27.45974     1.42008   -37.02265     0.56165 (mid-point)
    27.58474     1.46713   -36.85264     0.58013   (sampled)
    27.70974     1.48014   -36.58790     0.59829 (mid-point)
    27.83474     1.51256   -36.32316     0.61569   (sampled)
    27.95974     1.51145   -36.15381     0.63310 (mid-point)
    28.08474     1.51612   -35.98445     0.65041   (sampled)
    28.20974     1.49234   -35.79997     0.66828 (mid-point)
    28.33474     1.47749   -35.61550     0.68651   (sampled)
    28.45974     1.45661   -35.44458     0.70526 (mid-point)
    28.58474     1.44400   -35.27366     0.72434   (sampled)
    28.70974     1.43177   -35.07930     0.74375 (mid-point)
    28.83474     1.43178   -34.88495     0.76316   (sampled)
    28.95974     1.44454   -34.69538     0.78223 (mid-point)
    29.08474     1.46836   -34.50581     0.80068   (sampled)
    29.20974     1.46110   -34.37295     0.81932 (mid-point)
    29.33474     1.45525   -34.24010     0.83811   (sampled)
    29.45974     1.43827   -34.11394     0.85734 (mid-point)
    29.58474     1.42621   -33.98777     0.87690   (sampled)
    29.70974     1.41771   -33.86146     0.89670 (mid-point)
    29.83474     1.41350   -33.73514     0.91661   (sampled)
    29.95974     1.39636   -33.61007     0.93702 (mid-point)
    30.08474     1.38412   -33.48500     0.95779   (sampled)
    30.20974     1.37569   -33.35893     0.97881 (mid-point)
    30.33474     1.37199   -33.23287     0.99995   (sampled)
    30.45974     1.35521   -32.98161     1.02162 (mid-point)
    30.58474     1.35290   -32.73034     1.04335   (sampled)
    30.70974     1.32697   -32.59013     1.06595 (mid-point)
    30.83474     1.30694   -32.44991     1.08924   (sampled)
    30.95974     1.27388   -32.30907     1.11376 (mid-point)
    31.08474     1.24677   -32.16822     1.13936   (sampled)
    31.20974     1.22470   -32.02412     1.16589 (mid-point)
    31.33474     1.20921   -31.88003     1.19310   (sampled)
    31.45974     1.20251   -31.74173     1.22062 (mid-point)
    31.58474     1.20201   -31.60343     1.24815   (sampled)
    31.70974     1.20653   -31.46039     1.27549 (mid-point)
    31.83474     1.21771   -31.31735     1.30232   (sampled)
    31.95974     1.21839   -31.18656     1.32912 (mid-point)
    32.08474     1.22292   -31.05577     1.35573   (sampled)
    32.20974     1.20502   -30.93036     1.38313 (mid-point)
    32.33474     1.19151   -30.80495     1.41116   (sampled)
    32.45974     1.17835   -30.67984     1.43981 (mid-point)
    32.58474     1.17049   -30.55473     1.46885   (sampled)
    32.70974     1.12530   -30.41926     1.50028 (mid-point)
    32.83474     1.08411   -30.28380     1.53413   (sampled)
    32.95974     0.55377   -29.11279     1.66388 (mid-point)
    33.08474     0.53530   -27.94179     1.80274   (sampled)
    33.20974     0.54119   -27.80512     1.93859 (mid-point)
    33.33474     0.55485   -27.66844     2.06783   (sampled)
    33.45974     0.55993   -27.52844     2.19474 (mid-point)
    33.58474     0.57220   -27.38843     2.31626   (sampled)
    33.70974     0.59200   -27.24989     2.42980 (mid-point)
    33.83474     0.61941   -27.11135     2.53350   (sampled)
    33.95974     0.64746   -26.95245     2.62842 (mid-point)
    34.08474     0.66988   -26.79354     2.71708   (sampled)
    34.20974     0.69036   -26.60762     2.80057 (mid-point)
    34.33474     0.72046   -26.42170     2.87722   (sampled)
    34.45974     0.43777   -25.38387     3.08484 (mid-point)
    34.58474     0.60139   -24.34603     3.19486   (sampled)
    34.70974     0.57408   -24.18041     3.31559 (mid-point)
    34.83474     0.55883   -24.01479     3.44299   (sampled)
    34.95974     0.50093   -23.58726     3.60156 (mid-point)
    35.08474     0.52113   -23.15973     3.74807   (sampled)
    35.20974     0.54372   -22.94303     3.88266 (mid-point)
    35.33474     0.58545   -22.72632     3.99874   (sampled)
    35.45974     0.60562   -22.52250     4.10722 (mid-point)
    35.58474     0.64354   -22.31868     4.20330   (sampled)
    35.70974     0.65900   -21.74523     4.29492 (mid-point)
    35.83474     0.81178   -21.17177     4.35530   (sampled)
    35.95974     0.82822   -21.02045     4.41330 (mid-point)
    36.08474     0.84153   -20.86914     4.46949   (sampled)
    36.20974     0.84614   -20.70624     4.52506 (mid-point)
    36.33474     0.85964   -20.54334     4.57890   (sampled)
    36.45974     0.81447   -20.20143     4.63888 (mid-point)
    36.58474     0.79593   -19.85952     4.70169   (sampled)
    36.70974     0.72886   -19.63268     4.77659 (mid-point)
    36.83474     0.67676   -19.40585     4.86346   (sampled)
    36.95974     0.55618   -18.78637     4.99209 (mid-point)
    37.08474     0.58836   -18.16689     5.10703   (sampled)
    37.20974     0.63163   -17.71924     5.20676 (mid-point)
    37.33474     0.75007   -17.27158     5.27748   (sampled)
    37.45974     0.81907   -17.13202     5.33679 (mid-point)
    37.58474     0.89051   -16.99245     5.38696   (sampled)
    37.70974     0.93608   -16.85018     5.43237 (mid-point)
    37.83474     0.98709   -16.70791     5.47321   (sampled)
    37.95974     1.01802   -16.58047     5.51160 (mid-point)
    38.08474     1.05328   -16.45303     5.54747   (sampled)
    38.20974     1.07950   -16.32477     5.58161 (mid-point)
    38.33474     1.11106   -16.19651     5.61384   (sampled)
    38.45974     1.10853   -16.04372     5.64622 (mid-point)
    38.58474     1.11324   -15.89092     5.67833   (sampled)
    38.70974     1.11542   -15.70542     5.71031 (mid-point)
    38.83474     1.12853   -15.51992     5.74155   (sampled)
    38.95974     1.13870   -15.34993     5.77223 (mid-point)
    39.08474     1.15693   -15.17993     5.80196   (sampled)
    39.20974     1.16207   -15.02970     5.83143 (mid-point)
    39.33474     1.17173   -14.87946     5.86041   (sampled)
    39.45974     1.18512   -14.73136     5.88874 (mid-point)
    39.58474     1.20576   -14.58326     5.91610   (sampled)
    39.70974     1.23193   -14.43523     5.94232 (mid-point)
    39.83474     1.26480   -14.28721     5.96719   (sampled)
    39.95974     1.30566   -14.13786     5.99053 (mid-point)
    40.08474     1.35273   -13.98851     6.01228   (sampled)
    40.20974     1.40596   -13.84070     6.03240 (mid-point)
    40.33474     1.46510   -13.69289     6.05094   (sampled)
    40.45974     1.50878   -13.55589     6.06842 (mid-point)
    40.58474     1.55660   -13.41890     6.08484   (sampled)
    40.70974     1.56237   -13.28216     6.10114 (mid-point)
    40.83474     1.57360   -13.14542     6.11721   (sampled)
    40.95974     1.58877   -13.01397     6.13297 (mid-point)
    41.08474     1.60886   -12.88252     6.14834   (sampled)
    41.20974     1.62662   -12.75540     6.16338 (mid-point)
    41.33474     1.64890   -12.62828     6.17802   (sampled)
    41.45974     1.67043   -12.49836     6.19228 (mid-point)
    41.58474     1.69591   -12.36844     6.20611   (sampled)
    41.70974     1.70698   -12.24095     6.21977 (mid-point)
    41.83474     1.72243   -12.11345     6.23318   (sampled)
    41.95974     1.73871   -11.98382     6.24634 (mid-point)
    42.08474     1.75984   -11.85418     6.25919   (sampled)
    42.20974     1.79166   -11.72659     6.27158 (mid-point)
    42.33474     1.82764   -11.59900     6.28349   (sampled)
    42.45974     1.85046   -11.46215     6.29511 (mid-point)
    42.58474     1.87524   -11.32530     6.30643   (sampled)
    42.70974     1.78804   -11.14965     6.31887 (mid-point)
